Library	Implant	Platform	Single/Multiple	Scan Adapter Name	Directory	Scan Adapter STL	Method	ImplantTypeKwd	SubtypeKwd	Adapter Type	Offset	Height	Diameter	HFlat	RFlat	HoleDiameter	C1	C2	AnalogCutOffset	AnalogCutHeight	AnalogCutDiameter	AxisOcclusal	AxisAsymmetric	RegistrationClickCenter	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9						
ICam4D	ICamRef	RP	Multiple	S_D4_Straumann_SRA35_0250080	ICamRef	S_D4_Straumann_SRA35_0250080.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	-1.000000;0.000000;0.000000	-2.000000;0.000000;9.500000															
ICam4D	ICamRef	RP	Multiple	S_D4_Straumann_SRA46_0250081	ICamRef	S_D4_Straumann_SRA46_0250081.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	-1.000000;0.000000;0.000000	-2.000000;0.000000;9.500000															
ICam4D	ICamRef	RP	Multiple	SBHAP38	ICamRef	SBHAP38.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.200000;3.500000															
ICam4D	ICamRef	RP	Multiple	SBHAP48	ICamRef	SBHAP48.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.200000;3.500000															
ICam4D	ICamRef	RP	Multiple	SegMarker Cap	ICamRef	SegMarker_shell v5.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.500000;5.00000															
ICam4D	ICamRef	RP	Multiple	SegMarker_V2	ICamRef	Segmaker V2.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	1.000000;0.000000;0.000000	2.750000;0.000000;7.400000															
ICam4D	ICamRef	RP	Multiple	SIN Healing Cap PMA 4855	ICamRef	ICamRef SIN PMA_4855.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.500000;3.500000															
ICam4D	ICamRef	RP	Multiple	Snow Cone	ICamRef	ICamRef Snow Cone.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	-0.1000000;-3.300000;7.400000															
ICam4D	ICamRef	RP	Multiple	Southern Implants HMC4	ICamRef	southern implant hmc4.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.500000;4.00000															
ICam4D	ICamRef	RP	Multiple	Southern Implants HMC6	ICamRef	ICamRef Southern Implants HMC6_R5-1.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000; -2.400000;5.500000															
ICam4D	ICamRef	RP	Multiple	Southern Implants HMCT7-4	ICamRef	Southern Implant HMCT7-4.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.600000;4.00000															
ICam4D	ICamRef	RP	Multiple	Southern Implants HMCT7-6	ICamRef	ICamRef Southern Implants HMCT7-6.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.214000;-3.500000;5.500000															 
ICam4D	ICamRef	RP	Multiple	STR 4.6 TruBase HS Cap Small	ICamRef	STR 4.6 AOT HC.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	0.1300000;2.20000;7.00000															
ICam4D	ICamRef	RP	Multiple	STR 4.6x4.5 SRA PEEK New 024.0020-04	ICamRef	Protective Cap for Screw-retained Abutment D4,6 H4,5 wide, PEEK 024.0020-04.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.220906;-2.68811;3.7000000															
ICam4D	ICamRef	RP	Multiple	STR Scanbody 025.0001	ICamRef	ICamRef Straumann Scanbody 025.0001.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	-0.300000;0.000000;0.000000	-1.000000;-2.000000;9.000000															
ICam4D	ICamRef	RP	Multiple	STR SRA HC 5.1 mm 024.0020-04	ICamRef	HC SRA MU STRAUMANN- H5.1.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.500000;4.400000															
ICam4D	ICamRef	RP	Multiple	STR SRA HC 6.6 mm 024.4324-04	ICamRef	HC SRA MU STRAUMANN- H6.6.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.500000;6.000000															
ICam4D	ICamRef	RP	Multiple	STR SRA HC 8.1 mm 024.4325-04	ICamRef	HC SRA MU STRAUMANN- H8.1.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.500000;7.500000															
ICam4D	ICamRef	RP	Multiple	Straumann RC 025.0079	ICamRef	S_D1_Straumann_RC_025.0079.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	-1.000000;0.000000;0.000000	-1.619998;0.0625910;12.199652															
ICam4D	ICamRef	RP	Multiple	Straumann SRA 4.6 RevEX 025.0083	ICamRef	S_D-SRA46_RevEX.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;-1.000000	-1.000000;0.00000;0.000000	-1.75;0.075461387634277;-6.94202136993408															
ICam4D	ICamRef	RP	Multiple	Straumann SRA Analog 46 025.0050	ICamRef	Straumann Analog I_M SRA46.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	1.000000;0.000000;0.000000	1.50000;0.00000;-8.00000															
ICam4D	ICamRef	RP	Multiple	SuperLine_ISC45SP	ICamRef	SuperLine_ISC45SP.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	0.000000;2.4500000;4.300000															
ICam4D	ICamRef	RP	Multiple	SuperLine_SCJE4555	ICamRef	SuperLine_SCJE4555.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	0.000000;2.4500000;4.300000															
ICam4D	ICamRef	RP	Multiple	Sweden Martina PADR CAMTRA	ICamRef	PADR_INT_CAMTRA_L_ex.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	-0.019005298614502;4.30000305175781;9.30926418304443															
ICam4D	ICamRef	RP	Multiple	TAG MU ScanBody CCA-0014	ICamRef	ICamRef TAG_Dental_CC_CCA-0014-Surface_Ver3.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	-2.000000;-1.000000;0.000000	-1.45000; 1.000000;11.000000															
ICam4D	ICamRef	RP	Multiple	TAG Multi-Unit Healing Cap PO1-0024	ICamRef	ICamRef TAG PO1-0024.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000; -2.300000;2.600000															
ICam4D	ICamRef	RP	Multiple	Thommen Long	ICamRef	VmD_Scanabutment_long-A_Z.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.24000000;7.300000															
ICam4D	ICamRef	RP	Multiple	Thommen Short	ICamRef	VmD_Scanabutment_short-A_Z.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.7000000;4.400000															
ICam4D	ICamRef	RP	Multiple	THS MU 1mm	ICamRef	sbthsmu1mm.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	-1.000000;0.00000;0.000000	-1.280000;0.000000;4.500000															
ICam4D	ICamRef	RP	Multiple	THS MU 2mm	ICamRef	sbthsmu2mm.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	-1.000000;0.00000;0.000000	-1.280000;0.000000;5.500000															
ICam4D	ICamRef	RP	Multiple	THS MU 3mm	ICamRef	sbthsmu3mm.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	-1.000000;0.00000;0.000000	-1.280000;0.000000;6.500000															
ICam4D	ICamRef	RP	Multiple	THS MU 4mm	ICamRef	sbthsmu4mm.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	-1.000000;0.00000;0.000000	-1.280000;0.000000;7.500000															
ICam4D	ICamRef	RP	Multiple	Tru AOT New Scanbody	ICamRef	Imetric Tru abutment healing cap.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.200000;5.600000															
ICam4D	ICamRef	RP	Multiple	TruAbut AOT HS Cap Small Scanbody	ICamRef	TruAbut AOT HS Small Scanbody.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	-0.022730082273483;2.04575347900391;5.18929243087769															
ICam4D	ICamRef	RP	Multiple	TruAbut ST46 HS Cap Small Scanbody	ICamRef	TruAbut ST46 HS Small Scanbody.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	-0.052759289741516;2.13658142089844;5.25491523742676															
ICam4D	ICamRef	RP	Multiple	TrueAbutment MU Scanbody	ICamRef	ICamRef DAS_E_0025_SBIND3MURP.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000; -1.550000;8.500000															
ICam4D	ICamRef	RP	Multiple	Vortex Desktop 6048	ICamRef	SCN 6048.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.400000;5.600000															
ICam4D	ICamRef	RP	Multiple	Xgate D Type Short	ICamRef	xGate D type short.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.500000;5.00000															
ICam4D	ICamRef	RP	Multiple	XGate UMHD-0004 V1	ICamRef	ICamRef XGate UMHD-0004 V1.bms	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;-1.000000;0.000000	0.000000;-2.5000000;3.500000															 .000000;-2.5000000;3.500000															 
ICam4D	ICamRef	RP	Multiple	BK-MU4 - SB_KECESCANP_00-1.STL	ICamRef	BK-MU4 - SB_KECESCANP_00-1.STL	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	1.000000;0.000000;0.000000	2.500000;0.000000;7.500000															 
ICam4D	ICamRef	RP	Multiple	SB_KECESCAN.STL	ICamRef	SB_KECESCAN.STL	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	0.00000;2.500000;7.500000															 
ICam4D	ICamRef	RP	Multiple	EVCASBCES_Imetric	ICamRef	EVCASBCES_Imetric.stl	Mesh to mesh	Ref	Ref	General												0.000000;0.000000;1.000000	0.000000;1.000000;0.000000	0.00000;3.750000;5.500000															 

